0, 0
20505738, 1
21643743, 0
21644191, 1
21644442, 0
21644962, 1
21645211, 0
21645474, 1
21645725, 0
21646144, 1
21646548, 0
21648606, 1
21649529, 0
21649791, 1
21651373, 0
21651821, 1
21652071, 0
21652591, 1
21652841, 0
21653105, 1
21653512, 0
21653775, 1
21655504, 0
21656962, 1
21657222, 0
21657472, 1
21657824, 0
21659607, 1
90138666, 0
90139114, 1
90139364, 0
90139884, 1
90140134, 0
90140397, 1
90140647, 0
90141070, 1
90141301, 0
90143021, 1
90143270, 0
90144047, 1
90144297, 0
90144719, 1
90144941, 0
90147682, 1
90147931, 0
90148355, 1
90148444, 0
90151612, 1
90151846, 0
90151972, 1
90152377, 0
90152825, 1
90153075, 0
90153595, 1
90153845, 0
90154109, 1
90154358, 0
90154544, 1
90155042, 0
90155170, 1
90155427, 0
90155875, 1
90156125, 0
90156645, 1
90156895, 0
90157158, 1
90157408, 0
90157830, 1
90158061, 0
90159731, 1
90159980, 0
90160757, 1
90161006, 0
90161428, 1
90161663, 0
90163314, 1
90163564, 0
90163827, 1
90164077, 0
90165013, 1
90165103, 0
90168927, 1
90169167, 0
90169294, 1
