0, 1
96664, 0
96989, 1
97112, 0
97263, 1
97386, 0
97538, 1
97660, 0
97812, 1
97934, 0
98086, 1
98208, 0
98360, 1
98481, 0
98634, 1
98755, 0
98909, 1
99029, 0
99182, 1
99303, 0
99693, 1
405756, 0
406295, 1
406416, 0
406568, 1
406689, 0
406841, 1
406963, 0
407116, 1
407237, 0
407390, 1
407511, 0
407664, 1
407785, 0
407938, 1
408059, 0
408212, 1
408333, 0
408486, 1
408607, 0
409509, 1
409628, 0
409782, 1
409902, 0
410055, 1
410176, 0
410330, 1
410449, 0
410603, 1
410723, 0
410877, 1
410997, 0
411150, 1
411271, 0
411422, 1
411423, 0
411426, 1
411545, 0
411698, 1
411819, 0
412309, 1
412827, 0
413367, 1
413487, 0
413640, 1
413761, 0
413914, 1
414035, 0
414188, 1
414309, 0
414462, 1
414583, 0
414736, 1
414856, 0
415009, 1
415130, 0
415283, 1
415404, 0
415557, 1
415678, 0
416356, 1
416475, 0
416629, 1
416749, 0
416902, 1
417022, 0
417176, 1
417296, 0
417450, 1
417570, 0
417724, 1
417844, 0
417997, 1
418118, 0
418271, 1
418392, 0
418545, 1
418666, 0
419269, 1
419388, 0
419542, 1
419662, 0
419816, 1
419936, 0
420089, 1
420210, 0
420363, 1
420484, 0
420637, 1
420758, 0
420911, 1
421031, 0
421184, 1
421305, 0
421458, 1
421579, 0
422170, 1
425190, 0
425728, 1
425850, 0
426002, 1
426124, 0
426276, 1
426398, 0
426550, 1
426672, 0
426824, 1
426945, 0
427097, 1
427219, 0
427371, 1
427493, 0
427646, 1
427767, 0
427920, 1
428041, 0
428943, 1
429062, 0
429216, 1
429336, 0
429490, 1
429610, 0
429762, 1
429766, 0
429767, 1
429884, 0
430038, 1
430158, 0
430311, 1
430432, 0
430585, 1
430706, 0
430859, 1
430979, 0
431133, 1
431253, 0
431744, 1
432262, 0
432802, 1
432922, 0
433072, 1
433074, 0
433077, 1
433196, 0
433348, 1
433469, 0
433623, 1
433743, 0
433896, 1
434017, 0
434170, 1
434291, 0
434444, 1
434565, 0
434717, 1
434839, 0
434992, 1
435113, 0
435790, 1
435909, 0
436063, 1
436183, 0
436337, 1
436457, 0
436610, 1
436731, 0
436883, 1
437005, 0
437154, 1
437157, 0
437159, 1
437279, 0
437432, 1
437552, 0
437705, 1
437826, 0
437979, 1
438100, 0
438703, 1
438822, 0
438976, 1
439096, 0
439248, 1
439370, 0
439523, 1
439643, 0
439797, 1
439917, 0
440071, 1
440191, 0
440345, 1
440465, 0
440619, 1
440739, 0
440892, 1
441013, 0
441603, 1
444759, 0
445297, 1
445419, 0
445571, 1
445693, 0
445845, 1
445967, 0
446119, 1
446241, 0
446393, 1
446514, 0
446667, 1
446788, 0
446941, 1
447062, 0
447215, 1
447336, 0
447489, 1
447610, 0
448249, 1
450821, 0
451359, 1
451481, 0
451633, 1
451755, 0
451908, 1
452029, 0
452181, 1
452303, 0
452455, 1
452576, 0
452729, 1
452850, 0
453003, 1
453124, 0
453277, 1
453398, 0
453551, 1
453672, 0
454574, 1
454693, 0
454848, 1
454966, 0
455121, 1
455240, 0
455394, 1
455514, 0
455667, 1
455788, 0
455942, 1
456062, 0
456215, 1
456336, 0
456489, 1
456610, 0
456763, 1
456883, 0
457561, 1
457680, 0
457835, 1
457954, 0
458107, 1
458228, 0
458382, 1
458502, 0
458655, 1
458776, 0
458929, 1
459049, 0
459203, 1
459324, 0
459477, 1
459597, 0
459751, 1
459871, 0
460436, 1
2297813, 0
2298350, 1
2298472, 0
2298623, 1
2298746, 0
2298897, 1
2299020, 0
2299172, 1
2299293, 0
2299446, 1
2299567, 0
2299719, 1
2299841, 0
2299992, 1
2300115, 0
2300267, 1
2300388, 0
2300541, 1
2300662, 0
2301563, 1
2301683, 0
2301836, 1
2301957, 0
2302110, 1
2302230, 0
2302384, 1
2302504, 0
2302658, 1
2302778, 0
2302931, 1
2303052, 0
2303205, 1
2303326, 0
2303478, 1
2303599, 0
2303752, 1
2303873, 0
2304550, 1
2304670, 0
2304824, 1
2304943, 0
2305097, 1
2305217, 0
2305371, 1
2305491, 0
2305644, 1
2305765, 0
2305918, 1
2306039, 0
2306192, 1
2306313, 0
2306466, 1
2306587, 0
2306739, 1
2306861, 0
2307425, 1
2309101, 0
2309638, 1
2309641, 0
2309643, 1
2309761, 0
2309913, 1
2310035, 0
2310187, 1
2310308, 0
2310461, 1
2310582, 0
2310735, 1
2310856, 0
2311008, 1
2311130, 0
2311282, 1
2311404, 0
2311557, 1
2311678, 0
2311830, 1
2311951, 0
2312853, 1
2312972, 0
2313126, 1
2313246, 0
2313400, 1
2313520, 0
2313674, 1
2313794, 0
2313948, 1
2314068, 0
2314221, 1
2314342, 0
2314494, 1
2314616, 0
2314768, 1
2314889, 0
2315042, 1
2315163, 0
2315841, 1
2315960, 0
2316114, 1
2316234, 0
2316385, 1
2316387, 0
2316390, 1
2316508, 0
2316662, 1
2316782, 0
2316935, 1
2317056, 0
2317208, 1
2317330, 0
2317481, 1
2317485, 0
2317486, 1
2317604, 0
2317756, 1
2317878, 0
2318030, 1
2318151, 0
2318716, 1
4059797, 0
4060334, 1
4060457, 0
4060608, 1
4060731, 0
4060883, 1
4061005, 0
4061157, 1
4061279, 0
4061431, 1
4061553, 0
4061703, 1
4061826, 0
4061980, 1
4062100, 0
4062253, 1
4062374, 0
4062527, 1
4062648, 0
4063549, 1
4063669, 0
4063823, 1
4063943, 0
4064097, 1
4064217, 0
4064370, 1
4064491, 0
4064642, 1
4064645, 0
4064647, 1
4064765, 0
4064918, 1
4065039, 0
4065192, 1
4065312, 0
4065465, 1
4065586, 0
4065739, 1
4065860, 0
4066537, 1
4066657, 0
4066811, 1
4066931, 0
4067084, 1
4067205, 0
4067358, 1
4067479, 0
4067630, 1
4067634, 0
4067635, 1
4067753, 0
4067905, 1
4068026, 0
4068179, 1
4068300, 0
4068453, 1
4068574, 0
4068727, 1
4068848, 0
4069412, 1
5810176, 0
5810713, 1
5810835, 0
5810987, 1
5811109, 0
5811261, 1
5811383, 0
5811535, 1
5811657, 0
5811809, 1
5811931, 0
5812083, 1
5812205, 0
5812357, 1
5812479, 0
5812631, 1
5812752, 0
5812905, 1
5813026, 0
5813928, 1
5814047, 0
5814201, 1
5814321, 0
5814475, 1
5814595, 0
5814749, 1
5814869, 0
5815023, 1
5815143, 0
5815296, 1
5815417, 0
5815569, 1
